         gisjoin           tract_id City State stateabbr statedesc countyname placename                  placefips place_tractid           access2015
nbr.val       NA  1.58820000000e+04   NA    NA        NA        NA         NA        NA         15058.000000000000            NA  15058.0000000000000
nbr.null      NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA             0.000000000000            NA      0.0000000000000
nbr.na        NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA           824.000000000000            NA    824.0000000000000
min           NA 5.30132487394e-315   NA    NA        NA        NA         NA        NA         15003.000000000000            NA      2.9000000953674
max           NA 2.72127342952e-313   NA    NA        NA        NA         NA        NA       5553000.000000000000            NA     64.0999984741211
range         NA 2.66826018078e-313   NA    NA        NA        NA         NA        NA       5537997.000000000000            NA     61.1999983787537
sum           NA 2.18031061219e-309   NA    NA        NA        NA         NA        NA   42233039762.000000000000            NA 275899.0999567509280
median        NA 1.58115846524e-313   NA    NA        NA        NA         NA        NA       3260600.000000000000            NA     16.0000000000000
mean          NA 1.37281867029e-313   NA    NA        NA        NA         NA        NA       2804691.178244122770            NA     18.3224266142085
SE.mean       NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA         13228.471679999062            NA      0.0857641097672
CI.mean       NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA         25929.412409634813            NA      0.1681080797459
var           NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA 2635036507681.393554687500            NA    110.7588558486982
std.dev       NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA       1623279.553152011242            NA     10.5242033355831
coef.var      NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA             0.578773009215            NA      0.5743891656481
                arthritis2015            binge2015          bphigh2015             bpmed2015          cancer2015          casthma2015             chd2015
nbr.na      824.000000000000    824.0000000000000   824.0000000000000    316.0000000000000    316.0000000000000    316.0000000000000    316.0000000000000
min           3.700000047684     20.0000000000000     0.3000000119209      2.7000000476837      2.0000000000000      2.7000000476837      5.6999998092651
max          37.700000762940     59.7999992370606    21.2999992370606     58.5000000000000     55.5000000000000     44.7999992370606     71.0000000000000
range        34.000000715256     39.7999992370606    20.9999992251397     55.7999999523163     53.5000000000000     42.0999991893769     65.3000001907349
sum      198639.300071716309 574544.2000541689340 49582.5999743044376 264930.5998990536318 341338.9999020100804 278352.2000751495943 479224.7998123171274
median       12.600000381470     37.5000000000000     2.9000000953674     14.8999996185303     21.5000000000000     17.2999992370605     29.3999996185303
mean         13.191612436693     38.1554124089633     3.2927746031548     17.0198252536974     21.9284980021849     17.8820634764968     30.7866375313065
SE.mean       0.037603053278      0.0547503067754     0.0134272682976      0.0769884542073      0.0501701275037      0.0361433759832      0.0695463546105
CI.mean       0.073706555065      0.1073172561634     0.0263190779439      0.1509063322265      0.0983392900516      0.0708452242621      0.1363189507056
var          21.291855635185     45.1378019532750     2.7148299180229     92.2631389165165     39.1802710047474     20.3345449051160     75.2880012129239
std.dev       4.614309876372      6.7184672324329     1.6476740933883      9.6053703164697      6.2594145896200      4.5093840937667      8.6768658634857
coef.var      0.349791194861      0.1760816305803     0.5003907925582      0.5643636273165      0.2854465722639      0.2521735872202      0.2818386988401
                     bpmed2016          cancer2016          casthma2016             chd2016           checkup2016        cholscreen2016            colon2016
nbr.val    15566.0000000000000 15566.0000000000000  15566.0000000000000 15566.0000000000000   15566.0000000000000   15566.0000000000000  15561.0000000000000
nbr.null       0.0000000000000     0.0000000000000      0.0000000000000     0.0000000000000       0.0000000000000       0.0000000000000      0.0000000000000
nbr.na       316.0000000000000   316.0000000000000    316.0000000000000   316.0000000000000     316.0000000000000     316.0000000000000    321.0000000000000
min           11.5000000000000     0.6000000238419      5.4000000953674     0.5000000000000      47.2000007629395      29.3999996185303     29.3999996185303
max           93.1999969482422    20.7000007629395     19.1000003814697    34.4000015258789      89.5999984741211      94.4000015258789     81.5999984741211
range         81.6999969482422    20.1000007390976     13.7000002861023    33.9000015258789      42.3999977111816      65.0000019073486     52.1999988555908
sum      1124236.1001310348511 82114.2000022530556 154232.0001568794250 90042.5000399947166 1086373.7997817993164 1123412.7999897003174 946747.3998851778451
median        73.0999984741211     5.0999999046326      9.5000000000000     5.5999999046326      69.5999984741211      72.8000030517578     61.5999984741211
mean          72.2238275813334     5.2752280613037      9.9082616058640     5.7845625105997      69.7914557228446      72.1709366561545     60.8410384862912
SE.mean        0.0600271294506     0.0129158272882      0.0159229020420     0.0165218789057       0.0514560866649       0.0653068891235      0.0721468753523
CI.mean        0.1176601612895     0.0253165249751      0.0312107415366     0.0323848059143       0.1008599197020       0.1280091048485      0.1414162776117
var           56.0882870999636     2.5966982425842      3.9465851077476     4.2490896637440      41.2145473549007      66.3888307129551     80.9976756269821
std.dev        7.4892113803767     1.6114273928987      1.9866013962916     2.0613320120116       6.4198557113771       8.1479341377404      8.9998708672393
coef.var       0.1036944680333     0.3054706591207      0.2004994897506     0.3563505465166       0.0919862703090       0.1128977191547      0.1479243466442
                    copd2016            corem2016            corew2016         csmoking2016          dental2016         diabetes2016         highchol2016
nbr.val  15566.0000000000000  15519.0000000000000  15513.0000000000000  15566.0000000000000  15566.000000000000  15566.0000000000000  15566.0000000000000
nbr.null     0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000      0.000000000000      0.0000000000000      0.0000000000000
nbr.na     316.0000000000000    363.0000000000000    369.0000000000000    316.0000000000000    316.000000000000    316.0000000000000    316.0000000000000
min          1.2000000476837     11.8999996185303      9.6000003814697      4.5999999046326     21.899999618530      0.8000000119209      8.5000000000000
max         24.2000007629395     57.2999992370606     55.0999984741211     44.5000000000000     88.900001525879     42.0999984741211     57.7000007629395
range       23.0000007152558     45.3999996185303     45.4999980926514     39.9000000953674     67.000001907349     41.2999984622002     49.2000007629395
sum      98126.9000388383865 473178.2999801638070 449040.2999429705087 286529.9999966621981 931925.100078582997 174836.6000298857689 536886.9997978212778
median       5.9000000953674     30.2000007629395     28.5000000000000     17.6000003814697     60.700000762940     10.5000000000000     34.9000015258789
mean         6.3039252241320     30.4902571029167     28.9460645873120     18.4074264420315     59.869272779043     11.2319542612030     34.4910060258140
SE.mean      0.0200615778962      0.0666312345513      0.0588231589552      0.0495045997577      0.108270481418      0.0364218396107      0.0414522212738
CI.mean      0.0393230279808      0.1306050068124      0.1153002696048      0.0970347781975      0.212222747000      0.0713910453869      0.0812511790174
var          6.2647998850312     68.9000366833954     53.6775245891944     38.1476802123472    182.472390582046     20.6490835361339     26.7468499710802
std.dev      2.5029582267851      8.3006045974613      7.3264947000045      6.1763808344651     13.508234177051      4.5441262676266      5.1717356826389
coef.var     0.3970475755651      0.2722379338896      0.2531084900300      0.3355374448414      0.225628833457      0.4045712938240      0.1499444718652
                   kidney2016              lpa2016            mhlth2016          obesity2016            phlth2016            sleep2016          stroke2016
nbr.val  15566.00000000000000  15566.0000000000000  15566.0000000000000  15566.0000000000000  15566.0000000000000  15566.0000000000000 15566.0000000000000
nbr.null     0.00000000000000      0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000     0.0000000000000
nbr.na     316.00000000000000    316.0000000000000    316.0000000000000    316.0000000000000    316.0000000000000    316.0000000000000   316.0000000000000
min          0.50000000000000      7.0999999046326      5.1999998092651      9.8000001907349      3.5000000000000     20.8999996185303     0.2000000029802
max         12.00000000000000     62.0999984741211     29.3999996185303     56.4000015258789     35.7999992370605     58.7000007629395    21.3999996185303
range       11.50000000000000     54.9999985694885     24.1999998092652     46.6000013351440     32.2999992370605     37.8000011444092    21.1999996155501
sum      47357.89995920658112 409273.4999713899451 206229.6000647544861 471672.4997024538461 201303.7999892234802 585382.2999668123666 51911.4999578744173
median       2.90000009536743     25.5000000000000     12.8999996185303     29.3999996185303     12.3999996185303     37.2000007629395     3.0000000000000
mean         3.04239367590946     26.2927855564300     13.2487215768184     30.3014582874505     12.9322754714907     37.6064692256721     3.3349286880300
SE.mean      0.00804965503429      0.0770440249035      0.0280487206297      0.0693849554978      0.0349890204414      0.0497034606185     0.0130992542912
CI.mean      0.01577826090185      0.1510152572598      0.0549787574962      0.1360025896568      0.0685825530252      0.0974245686333     0.0256760632531
var          1.00862926409950     92.3963790836732     12.2462505270283     74.9389587215055     19.0563883298234     38.4547756043370     2.6709771468220
std.dev      1.00430536397029      9.6123035264016      3.4994643200108      8.6567291006191      4.3653623366020      6.2011914665117     1.6343124385570
coef.var     0.33010368510909      0.3655871115585      0.2641359998186      0.2856868807599      0.3375556255529      0.1648969338041     0.4900591860998
                   access2017        arthritis2017            binge2017           bphigh2017             bpmed2017          cancer2017          casthma2017
nbr.val   15566.0000000000000  15566.0000000000000  15566.0000000000000  15566.0000000000000   15566.0000000000000 15566.0000000000000  15566.0000000000000
nbr.null      0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000       0.0000000000000     0.0000000000000      0.0000000000000
nbr.na      316.0000000000000    316.0000000000000    316.0000000000000    316.0000000000000     316.0000000000000   316.0000000000000    316.0000000000000
min           2.4000000953674      2.4000000953674      2.7999999523163      6.1999998092651       9.6000003814697     0.6999999880791      5.6999998092651
max          57.7999992370606     53.7000007629395     44.0999984741211     70.3000030517578      92.8000030517578    21.2999992370606     17.7999992370605
range        55.3999991416932     51.3000006675721     41.2999985218048     64.1000032424927      83.2000026702881    20.5999992489815     12.0999994277954
sum      276187.2000935078249 326133.4999978543492 284840.2999877930270 480692.1998167040292 1103759.5001382827759 84411.2000249028206 152863.8000836372375
median       15.6999998092651     20.5000000000000     17.7999992370605     29.6000003814697      72.0000000000000     5.3000001907349      9.5000000000000
mean         17.7429782920152     20.9516574584257     18.2988757540661     30.8809070934539      70.9083579685393     5.4227932689774      9.8203649032274
SE.mean       0.0755908289368      0.0470020930733      0.0347363005407      0.0692491033119       0.0618615147037     0.0131356297668      0.0147278073024
CI.mean       0.1481668240032      0.0921295737873      0.0680871926016      0.1357363035582       0.1212557699206     0.0257473634196      0.0288682167298
var          88.9437102457043     34.3883566614654     18.7821002143977     74.6457927256343      59.5687004243720     2.6858318800076      3.3763947213499
std.dev       9.4309973091770      5.8641586490702      4.3338320473223      8.6397796688130       7.7180762126564     1.6388507802749      1.8374968629497
coef.var      0.5315340611909      0.2798899638707      0.2368359731804      0.2797773926351       0.1088457896047     0.3022152420323      0.1871108539303
                     chd2017           checkup2017        cholscreen2017            colon2017            copd2017            corem2017            corew2017
nbr.val  15566.0000000000000   15566.0000000000000   15566.0000000000000  15561.0000000000000 15566.0000000000000  15520.0000000000000  15513.0000000000000
nbr.null     0.0000000000000       0.0000000000000       0.0000000000000      0.0000000000000     0.0000000000000      0.0000000000000      0.0000000000000
nbr.na     316.0000000000000     316.0000000000000     316.0000000000000    321.0000000000000   316.0000000000000    362.0000000000000    369.0000000000000
min          0.5000000000000      42.2999992370606      43.5999984741211     29.3999996185303     1.1000000238419     11.8999996185303      9.6000003814697
max         35.7999992370605      89.5000000000000      94.6999969482422     81.5999984741211    23.7999992370606     57.2999992370606     55.0999984741211
range       35.2999992370605      47.2000007629394      51.0999984741211     52.1999988555908    22.6999992132187     45.3999996185303     45.4999980926514
sum      86979.6000364422798 1080828.0998687744141 1226938.3998756408691 946789.7999057772104 97519.9000600576401 473214.5999889376108 449026.8999395372812
median       5.3000001907349      69.0999984741211      79.5000000000000     61.5999984741211     5.8000001907349     30.2000007629395     28.5000000000000
mean         5.5877939121446      69.4351856526259      78.8216882870128     60.8437632482345     6.2649299794461     30.4906314425862     28.9452007954320
SE.mean      0.0169195805277       0.0507348536651       0.0459408724472      0.0721491949984     0.0207661392704      0.0666231451566      0.0588258640331
CI.mean      0.0331643473886       0.0994462190659       0.0900494578268      0.1414208243884     0.0407040502899      0.1305891499969      0.1153055718737
var          4.4561131466449      40.0672790093517      32.8530355069891     81.0028841399890     6.7125657207116     68.8877466631086     53.6824615978975
std.dev      2.1109507684086       6.3298719583694       5.7317567557416      9.0001602285731     2.5908619648124      8.2998642557037      7.3268316206869
coef.var     0.3777789234175       0.0911623105616       0.0727180155653      0.1479224779679     0.4135500274245      0.2722103106107      0.2531276833237
                 csmoking2017          dental2017         diabetes2017         highchol2017           kidney2017              lpa2017            mhlth2017
nbr.val   15566.0000000000000  15566.000000000000  15566.0000000000000  15566.0000000000000 15566.00000000000000  15566.0000000000000  15566.0000000000000
nbr.null      0.0000000000000      0.000000000000      0.0000000000000      0.0000000000000     0.00000000000000      0.0000000000000      0.0000000000000
nbr.na      316.0000000000000    316.000000000000    316.0000000000000    316.0000000000000   316.00000000000000    316.0000000000000    316.0000000000000
min           4.3000001907349     21.899999618530      0.8999999761581      7.5000000000000     0.69999998807907      8.3999996185303      5.8000001907349
max          46.0999984741211     88.900001525879     39.5000000000000     55.4000015258789    12.30000019073490     61.5999984741211     32.5999984741211
range        41.7999982833862     67.000001907349     38.6000000238419     47.9000015258789    11.60000020265583     53.1999988555908     26.7999982833862
sum      285760.8999772072420 931928.200057983631 174411.8000875711441 485702.4997119905893 49207.49994570016861 441440.3999967576819 218639.0000538825989
median       17.5000000000000     60.700000762940     10.5000000000000     31.6000003814697     3.00000000000000     27.7999992370606     13.6000003814697
mean         18.3580174725175     59.869471929718     11.2046640169325     31.2027816852108     3.16121675097650     28.3592702040831     14.0459334481487
SE.mean       0.0503647551768      0.108273341971      0.0361441325504      0.0383357036371     0.00808998404155      0.0731245322847      0.0294764000793
CI.mean       0.0987207829469      0.212228354017      0.0708467072218      0.0751424416655     0.01585731045064      0.1433325954713      0.0577771754090
var          39.4848489075929    182.482032707878     20.3353962152069     22.8762010143787     1.01876110534189     83.2344719554242     13.5246461440036
std.dev       6.2836970731881     13.508591070422      4.5094784859457      4.7829071718338     1.00933696322977      9.1232928241630      3.6775870001950
coef.var      0.3422862562690      0.225634044113      0.4024644093862      0.1532846404557     0.31928749046328      0.3217040762512      0.2618257457770
                  obesity2017            phlth2017            sleep2017          stroke2017            countyfips           access2018        arthritis2018
nbr.val   15566.0000000000000  15566.0000000000000  15566.0000000000000 15566.0000000000000     15882.00000000000  15882.0000000000000  15882.0000000000000
nbr.null      0.0000000000000      0.0000000000000      0.0000000000000     0.0000000000000         0.00000000000      0.0000000000000      0.0000000000000
nbr.na      316.0000000000000    316.0000000000000    316.0000000000000   316.0000000000000         0.00000000000      0.0000000000000      0.0000000000000
min           9.6000003814697      4.0000000000000     20.8999996185303     0.3000000119209      1073.00000000000      2.5999999046326      2.9000000953674
max          58.5999984741211     33.5999984741211     58.7000007629395    19.5000000000000     55079.00000000000     60.9000015258789     52.2000007629395
range        48.9999980926514     29.5999984741211     37.8000011444092    19.1999999880791     54006.00000000000     58.3000016212463     49.3000006675721
sum      477857.4000329973642 202990.2000527381897 585367.6999549868051 51329.1999571323395 441298010.00000000000 294501.6999425888644 349715.6000030041905
median       29.7999992370606     12.5000000000000     37.2000007629395     3.0000000000000     32003.00000000000     16.3999996185303     21.2999992370606
mean         30.6987922416162     13.0406141624527     37.6055312832447     3.2975202336588     27786.04772698653     18.5431116951636     22.0196196954416
SE.mean       0.0688623527568      0.0337502986740      0.0497128679607     0.0123215840970       127.96502177060      0.0789873294535      0.0492869714534
CI.mean       0.1349782274500      0.0661545141655      0.0974430081192     0.0241517391463       250.82595053610      0.1548241208133      0.0966080518940
var          73.8143397810824     17.7309606946223     38.4693336035416     2.3632524518956 260068493.22598215938     99.0877696378716     38.5806426252039
std.dev       8.5915272088891      4.2108147305031      6.2023651620605     1.5372873680271     16126.63924151533      9.9542839841885      6.2113317915890
coef.var      0.2798653165658      0.3229000320113      0.1649322573146     0.4661949765571         0.58038622117      0.5368184233493      0.2820817015688
                    binge2018           bphigh2018             bpmed2018          cancer2018          casthma2018             chd2018           checkup2018
nbr.val   15882.0000000000000  15882.0000000000000   15882.0000000000000 15882.0000000000000  15882.0000000000000 15882.0000000000000   15882.0000000000000
nbr.null      0.0000000000000      0.0000000000000       0.0000000000000     0.0000000000000      0.0000000000000     0.0000000000000       0.0000000000000
nbr.na        0.0000000000000      0.0000000000000       0.0000000000000     0.0000000000000      0.0000000000000     0.0000000000000       0.0000000000000
min           5.0999999046326      6.1999998092651       9.6000003814697     0.6000000238419      5.8000001907349     0.6000000238419      57.2000007629395
max          43.5999984741211     70.3000030517578      90.0999984741211    18.6000003814697     20.6000003814697    36.0000000000000      92.4000015258789
range        38.4999985694885     64.1000032424927      80.4999980926514    18.0000003576278     14.8000001907348    35.3999999761581      35.2000007629394
sum      284173.3000578880892 491595.5997953417245 1128151.5002222061157 87901.1000139117241 160548.3000669479370 95074.1000174283981 1192973.2997207641602
median       17.2999992370605     29.7000007629395      72.0999984741211     5.4000000953674      9.6000003814697     5.6999998092651      74.8000030517578
mean         17.8927905841763     30.9530033871894      71.0333396437606     5.5346366965062     10.1088213113555     5.9862800665803      75.1148029039645
SE.mean       0.0327009758601      0.0674880060075       0.0599300526858     0.0125867181533      0.0160769088352     0.0172172072059       0.0447397483936
CI.mean       0.0640976201158      0.1322841431385       0.1174696977550     0.0246713945831      0.0315125640153     0.0337476781018       0.0876949791616
var          16.9834774042270     72.3366488252487      57.0419693154881     2.5161133760223      4.1049728573869     4.7079365811089      31.7901272610310
std.dev       4.1211014794866      8.5050954624418       7.5526134096409     1.5862261427748      2.0260732606169     2.1697780027249       5.6382734290766
coef.var      0.2303218975318      0.2747744816893       0.1063249095075     0.2865998673004      0.2004262612043     0.3624584848340       0.0750620811225
                cholscreen2018            colon2018             copd2018            corem2018            corew2018         csmoking2018           dental2018
nbr.val    15882.0000000000000  15878.0000000000000  15882.0000000000000  15848.0000000000000  15838.0000000000000  15882.0000000000000  15882.0000000000000
nbr.null       0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000
nbr.na         0.0000000000000      4.0000000000000      0.0000000000000     34.0000000000000     44.0000000000000      0.0000000000000      0.0000000000000
min           54.0000000000000     30.1000003814697      1.2000000476837      9.8000001907349      7.4000000953674      4.0999999046326     20.2999992370605
max           97.0000000000000     83.6999969482422     26.7000007629395     52.2999992370606     55.0999984741211     48.4000015258789     88.0000000000000
range         43.0000000000000     53.5999965667725     25.5000007152558     42.4999990463257     47.6999983787537     44.3000016212463     67.7000007629395
sum      1336615.2002830505371 975361.8996753694955 104048.1000578403473 450271.3000936509925 412055.8998918535071 283677.9000391960726 960945.8000469210092
median        84.6999969482422     62.0999984741211      6.0999999046326     27.7000007629395     25.3999996185303     16.8999996185303     61.2999992370606
mean          84.1591235539007     61.4285111270544      6.5513222552475     28.4118690114621     26.0169150076937     17.8615980379799     60.5053393808664
SE.mean        0.0354496921613      0.0658618417008      0.0211019975330      0.0633014504461      0.0558439958348      0.0509367733353      0.0989295984226
CI.mean        0.0694854156983      0.1290966792120      0.0413623075759      0.1240780398837      0.1094605862554      0.0998418506267      0.1939132289212
var           19.9586024697283     68.8753056480040      7.0721640707402     63.5041028658102     49.3916245297137     41.2067205694052    155.4381733826301
std.dev        4.4675051728821      8.2991147508637      2.6593540702096      7.9689461577934      7.0279175101671      6.4192461060007     12.4674846453737
coef.var       0.0530840268319      0.1351020006605      0.4059263102314      0.2804794768897      0.2701287799914      0.3593881181488      0.2060559410616
                 diabetes2018         highchol2018          kidney2018              lpa2018            mhlth2018          obesity2018            phlth2018
nbr.val   15882.0000000000000  15882.0000000000000 15882.0000000000000  15882.0000000000000  15882.0000000000000  15882.0000000000000  15882.0000000000000
nbr.null      0.0000000000000      0.0000000000000     0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000
nbr.na        0.0000000000000      0.0000000000000     0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000      0.0000000000000
min           1.1000000238419      7.5000000000000     0.6000000238419      7.9000000953674      5.9000000953674     11.0000000000000      3.9000000953674
max          42.7999992370606     55.4000015258789    13.1999998092651     64.4000015258789     35.5000000000000     58.4000015258789     41.0000000000000
range        41.6999992132187     47.9000015258789    12.5999997854232     56.5000014305115     29.5999999046326     47.4000015258789     37.0999999046326
sum      185684.9000900983810 497269.8996191027691 48248.7999631166458 417652.0000166894752 231294.1000623703003 500173.3997974398080 212387.0000061988831
median       10.8999996185303     31.7000007629395     2.9000000953674     25.5000000000000     14.1000003814697     30.8999996185303     12.6000003814697
mean         11.6915312989610     31.3102820563596     3.0379549151943     26.2971917904980     14.5632854843452     31.4930990931520     13.3728119888049
SE.mean       0.0376107769411      0.0370264244672     0.0081684850521      0.0730113636674      0.0303430497079      0.0655192746295      0.0358429001463
CI.mean       0.0737213868768      0.0725759897777     0.0160111567933      0.1431105503552      0.0594758175307      0.1284252064353      0.0702561479282
